time,MPI-ESM1-2-HR,MPI-ESM1-2-LR,CanESM5,MIROC6,IPSL-CM6A-LR,ACCESS-CM2,NorESM2-LM,GFDL-ESM4
1996-12-06,3.1323547,10.509308,9.518463,3.7768555,-0.3012085,1.1754456,6.804352,-11.021637
1996-12-07,0.98153687,12.470947,8.679382,3.8111267,4.2827454,2.905426,8.096802,-11.932312
1996-12-08,-1.165863,4.926178,7.157593,5.7513123,10.376129,8.636139,2.9857178,-6.2850037
1996-12-09,-7.918213,4.5846252,9.837891,13.048065,12.952332,6.395172,2.9263,-0.4947815
1996-12-10,-7.6893616,4.056366,13.520599,11.819366,2.217163,0.87002563,9.380829,4.150543
1996-12-11,-1.7082825,4.509735,11.99939,3.2123108,0.5338745,6.3470764,4.013977,-1.0580139
1996-12-12,-4.083954,5.7567444,5.4188538,-0.70266724,-1.65094,-3.1133728,-0.94073486,9.0946045
1996-12-13,-3.6896667,3.2426758,3.9933777,-1.4942932,-4.519043,-4.0103455,-2.5853271,3.2196655
1996-12-14,-6.7374268,4.476776,6.674286,-1.4099426,-6.2211304,-0.78134155,-2.7495422,1.7361145
1996-12-15,-6.3958435,5.1474915,6.853058,2.6441345,-6.8426514,3.1290588,-0.5061035,-0.037109375
1996-12-16,-3.65625,8.882629,8.077637,6.532898,2.9772034,4.304596,0.434906,2.2490234
1996-12-17,-0.14523315,9.878113,10.125885,13.075775,1.0784607,0.69277954,-7.224762,-1.4752197
1996-12-18,-11.504272,6.254059,10.858093,7.280945,-8.7673645,-5.568207,-4.93277,-2.1278076
1996-12-19,-10.250641,5.043518,5.248474,-1.7868958,-6.237854,-6.8267517,-2.3829346,-1.9284058
1996-12-20,-2.8501892,6.324585,-2.7541199,-0.48513794,-1.1174316,-8.525482,0.18969727,1.3337097
1996-12-21,-1.6145935,5.1891174,1.6347656,1.8504639,-2.950714,1.9215393,2.6053162,-0.023071289
1996-12-22,-6.876251,4.636444,-2.2533875,3.3155518,-7.0726624,4.4725647,11.08786,8.150635
1996-12-23,-4.7285156,3.8978882,1.3480225,2.5046997,-4.482727,-6.972992,3.723938,0.25604248
1996-12-24,-1.7598572,1.5909119,6.6868286,1.5860596,0.3147583,0.073150635,-0.804718,-1.7435303
1996-12-25,-8.603485,0.6779785,9.514862,3.4622498,-1.2660522,3.917389,-2.5456238,-1.9908142
1996-12-26,-10.373596,7.5024414,10.907196,0.47106934,-1.1582031,3.3041077,2.4831543,-2.4334412
1996-12-27,-8.4956665,7.3762207,12.358459,-2.3132935,-1.0775146,-2.013031,-3.4648132,-2.2469177
1996-12-28,-10.543823,5.9517517,9.314178,1.2973022,1.118042,-8.558197,-4.754669,-0.031433105
1996-12-29,-10.603088,7.6906433,7.8179626,2.7192078,-0.89486694,-14.08725,-6.787903,4.9527893
1996-12-30,-5.5211487,7.2775574,9.099213,10.510773,4.498352,-5.7937927,-7.05661,-3.5056458
1996-12-31,-9.358551,3.634552,4.24411,9.369049,-4.5141296,-4.261078,-2.5004883,-4.790344
1997-01-01,-8.0815735,2.1058044,8.84436,14.127472,-5.6183777,-9.024994,-4.218689,-1.6377869
1997-01-02,0.40493774,2.160553,7.602112,8.500153,-6.3644104,3.0365295,-5.6250305,-1.9082336
1997-01-03,-9.686523,1.2167053,5.547882,4.661194,-1.1381531,4.021881,-6.702545,-3.3621826
1997-01-04,-15.2447815,5.0968933,11.233856,5.871338,-0.4461975,-3.860443,-12.3966675,-4.3021545
1997-01-05,-14.939484,2.47818,16.65622,1.0980835,-4.462799,-0.2227478,-3.9617004,-4.183899
1997-01-06,-10.526184,2.2416382,10.133423,-1.5862122,-7.866516,-6.366791,-2.4151,-4.0288086
1997-01-07,-6.6843567,8.902039,5.6071777,-5.0665283,-1.4173584,-8.632904,-7.8953247,-3.54953
1997-01-08,-10.608368,4.12323,1.7192993,-4.707184,-2.8839111,-10.66806,-4.750122,-2.8638916
1997-01-09,-10.384064,-2.313507,5.842804,-3.8539124,-12.982758,-9.080902,-1.5117188,-3.8468323
1997-01-10,-8.771454,-2.3192139,5.9375,-4.1250305,-8.194946,-3.6216736,-4.5692444,-6.194702
1997-01-11,-1.9336853,9.989288,0.1987915,-4.467621,-1.1073303,4.5846252,-11.543274,-5.2212524
1997-01-12,-0.51293945,4.373413,1.389679,-2.6804504,2.1582642,-0.6114197,-4.0591736,-7.23114
1997-01-13,-5.926544,-0.98898315,4.5806885,0.18991089,2.408844,-3.901947,-2.2885742,-5.1171875
1997-01-14,-9.126404,6.474457,4.574005,1.338562,-3.0922546,3.7679749,-3.8010254,-9.159088
1997-01-15,-6.6316833,1.0149231,4.45343,-3.5283508,6.0094604,6.9896545,-13.089539,-8.372223
1997-01-16,-0.63983154,-2.9239807,4.936371,-2.1348267,6.6201477,0.5104065,-11.529205,-9.456268
1997-01-17,8.543091,-1.4962158,5.525482,2.2551575,-0.79333496,-7.7659607,1.2451782,-4.610901
1997-01-18,7.5606384,0.73526,4.4885254,-0.41210938,-0.06506348,-10.056732,2.4169617,-3.3614502
1997-01-19,0.9984741,2.9935608,-0.32940674,-0.77838135,3.6849976,-3.7222595,-2.4369202,-0.85131836
1997-01-20,-4.7433777,3.9007874,-3.6235046,-5.000366,5.79303,2.592926,-10.755951,-12.661713
1997-01-21,-1.3114929,9.582214,-2.57312,-3.2807922,13.59137,2.2765198,-8.96283,-3.5818481
1997-01-22,0.24649048,1.8248596,4.901123,-3.549408,11.214294,11.365631,-1.681366,-11.002991
1997-01-23,-0.24490356,-3.0796204,7.9890137,-7.5499268,-4.5520325,4.0611877,6.059143,-17.19989
1997-01-24,-5.225952,-2.5205383,6.254883,-9.014496,-3.6930847,-1.964447,2.5171509,-18.001617
1997-01-25,-2.5576477,0.801239,8.450226,-4.726227,7.323639,-0.6194763,1.3491516,-9.901215
1997-01-26,6.860626,3.8026428,7.4830627,-9.039886,10.371704,-1.0977478,0.8546753,2.9937744
1997-01-27,13.036102,1.1091919,-0.15390015,-7.4879456,-2.772705,-8.87558,-5.872589,2.4931946
1997-01-28,13.269531,5.926605,-0.31848145,-0.87890625,-4.0443726,-1.7156677,0.16448975,-2.4294739
1997-01-29,10.142151,4.658478,1.952301,-0.7038269,-4.008087,-3.54599,3.7242126,-0.3385315
1997-01-30,1.6204529,-0.72198486,4.1739197,-6.247711,2.4977112,-4.718109,0.37512207,-1.0661926
1997-01-31,3.4763489,7.0733337,5.4754944,2.1144104,3.1832886,5.942047,-1.688324,-2.751648
1997-02-01,0.11734009,-0.2645874,6.3833923,7.19989,-12.681183,2.301422,0.4729309,-4.579132
1997-02-02,3.0526428,3.2947693,6.8302307,10.551239,-16.154327,6.3470764,-2.2073364,-2.9935913
1997-02-03,-3.124298,3.1133118,7.417694,3.4909668,-14.912262,5.537506,-3.9971008,-2.1009521
1997-02-04,2.686432,0.16714478,10.312164,-0.38549805,-10.376251,0.13833618,3.9648438,-8.526581
1997-02-05,-7.0293884,1.0302429,10.164032,-0.6479187,-4.339081,2.7694397,-0.3071289,-5.0698547
1997-02-06,-13.504303,3.1417542,7.689575,0.16317749,-0.930603,4.36026,-1.7001953,-1.9002991
1997-02-07,-12.52887,6.5477905,7.8483276,-0.538208,1.2348022,8.420563,1.0637817,-12.629242
1997-02-08,-8.5448,-3.0059204,7.655426,-1.7544556,0.75180054,11.569,-1.2593384,-11.75528
1997-02-09,-6.837677,-0.16671753,8.820923,-7.736206,0.027923584,1.8473206,-2.397705,-5.262146
1997-02-10,-7.3384705,-5.401581,9.76709,-6.0003967,-3.4310913,1.4183655,-6.798767,-3.7452698
1997-02-11,-7.383148,4.0555725,6.1348877,-11.362457,0.8482666,-0.32528687,-10.474579,-3.4228516
1997-02-12,-5.6586914,7.3311462,10.321106,-9.979309,1.671051,-4.8872986,-2.4747314,-3.2520447
1997-02-13,-11.840515,0.40090942,4.397888,-5.0483093,-1.9861755,-2.8738708,-6.5442505,-5.97583
1997-02-14,-13.428619,3.9472961,3.1925964,0.478302,-1.3752747,5.637848,-7.7111816,-5.1482544
1997-02-15,-9.79068,5.8082886,7.1950684,-4.3365784,-0.9090576,4.5384827,0.8522949,-4.48938
1997-02-16,-4.9804688,4.787018,4.96463,-8.878174,-0.9890747,8.272125,2.283722,-5.6640625
1997-02-17,-0.31411743,4.404907,7.135315,-2.6633606,-1.3713989,9.892975,-0.13031006,-3.086975
1997-02-18,-1.9142761,2.7462463,5.9030457,-3.1901245,-4.0908203,2.120758,1.4472351,0.583374
1997-02-19,0.17675781,2.5923767,5.6928406,-7.809265,-0.72052,1.8456116,-1.4228516,0.0284729
1997-02-20,3.8019714,0.38705444,2.7969055,-7.6442566,-3.4726562,3.7887268,2.280304,-1.63974
1997-02-21,6.1320496,2.31839,3.6296997,-11.030701,-0.5991516,11.2447815,7.330475,-6.9022827
1997-02-22,9.050262,2.341217,8.981445,-11.8637085,0.36016846,9.890289,8.052856,-7.0318604
1997-02-23,-1.28479,7.215851,12.462372,-8.334717,-5.4841614,3.8121643,3.9397888,-3.5665894
1997-02-24,-0.14395142,4.2808533,6.2595825,-0.91604614,2.6835632,3.950592,-4.662567,-1.1486511
1997-02-25,-1.224884,4.253601,0.71661377,0.09237671,6.170929,7.601471,-1.7976074,-1.5657349
1997-02-26,2.7937622,5.198395,6.361145,-3.4485168,12.732117,9.4808655,-1.4315796,-1.7519836
1997-02-27,0.069000244,8.460175,9.307373,-2.5943909,8.593506,5.4711,3.1749573,-1.9103088
1997-02-28,-2.7167053,5.5213013,-2.6106262,4.670685,1.9607544,-1.8213806,2.4968872,2.7125854
1997-03-01,-2.419159,6.2655945,-5.48172,7.807617,11.947876,7.0899963,4.7204285,6.5914307
1997-03-02,1.1664429,8.887665,-8.278687,5.6342163,13.542053,12.172516,1.9889526,0.28652954
1997-03-03,8.264618,5.767212,-5.1714478,3.8526611,7.6319275,2.6070862,0.26989746,-1.3213196
1997-03-04,9.486481,2.468811,0.2442627,4.2624207,-2.7224426,10.207184,-5.5704346,-4.9621277
1997-03-05,1.5369263,4.6565857,2.5004578,5.5105896,9.414764,7.1564026,-9.479614,-6.0701904
1997-03-06,0.8551941,6.320923,-1.002594,2.9468994,11.627899,3.8788147,-3.6246643,-1.6703491
1997-03-07,6.4058228,7.292572,0.35049438,2.7599487,13.340668,6.7967834,3.5463867,-1.4767761
1997-03-08,-6.213196,7.184204,9.316284,3.3381042,14.268646,0.49868774,2.346161,-7.244934
1997-03-09,-8.475342,9.504913,11.035156,4.7292175,-1.4013977,0.20986938,-0.10220337,-1.1638794
1997-03-10,-4.0917664,10.68222,4.9667664,4.711975,-1.7545471,8.049225,-2.014862,-1.7877197
1997-03-11,-5.6037903,8.911713,7.8997803,6.1190796,1.5531311,12.988922,-1.6801758,-3.0913696
1997-03-12,-7.7167664,6.602173,5.5677185,4.9990845,1.8454895,14.107086,0.96017456,-0.6646118
1997-03-13,-5.127777,3.6374207,9.686279,6.031006,1.2451477,13.848541,-3.4647522,-0.2052002
1997-03-14,-2.1689148,6.9721375,6.5436096,5.2782593,1.8505859,6.7828674,-5.511627,1.552185
1997-03-15,-1.3444519,7.7721252,9.261383,5.2776794,5.7955017,3.7379456,-6.073883,2.201538
1997-03-16,6.3227234,5.195221,15.077606,4.0810547,4.6115417,3.068756,-0.26620483,0.30285645
1997-03-17,9.473175,0.8902893,5.9448547,-0.800354,8.4887085,1.5138245,0.98547363,-0.9060974
1997-03-18,13.030914,2.7583313,6.4208984,-1.0191956,6.153076,1.2840881,6.822296,4.7688904
1997-03-19,-2.547638,4.3919373,10.265472,-0.27947998,-2.6304016,0.7574768,8.563049,7.7068787
1997-03-20,-3.3139343,6.925873,7.1473083,1.5763855,-3.7880554,3.1891174,-0.08822632,3.474762
1997-03-21,0.99017334,9.653412,5.39505,5.531555,-1.3591309,2.539215,-2.755951,6.1492004
1997-03-22,2.9993591,9.159332,5.296509,7.6096497,-1.0697937,-0.7322693,-0.7750244,0.70770264
1997-03-23,4.791107,5.206421,7.7962036,6.423126,2.4950562,-0.0965271,3.6332092,1.2288513
1997-03-24,9.874115,4.91864,8.77832,10.2421875,0.49951172,3.2013245,-0.31896973,3.2959595
1997-03-25,0.43704224,6.5615845,10.110046,6.6553955,-2.817688,-1.0484314,0.3935852,6.752228
1997-03-26,1.1756897,7.766571,10.321655,6.569092,4.765167,-1.5906677,9.950836,8.065979
1997-03-27,2.2986755,7.5743103,10.568085,9.726074,13.010529,0.79971313,11.828217,7.619812
1997-03-28,-1.1806335,7.141876,9.600983,4.923767,14.523682,2.063385,13.96347,3.5353699
1997-03-29,-0.7991638,8.735748,6.86557,3.6697998,11.401062,4.575592,4.7963867,4.967743
1997-03-30,6.37912,6.901642,7.1638184,3.6786804,0.41741943,10.485748,0.5378113,2.9006653
1997-03-31,10.141205,8.441071,8.277344,3.9361267,-1.1768494,14.597809,-1.7625122,3.0043335
1997-04-01,13.331116,11.110931,10.315979,5.1946716,1.5763245,14.043854,1.2889404,6.6233215
1997-04-02,8.251862,10.549988,13.029816,7.1062927,3.683838,6.162506,4.299774,10.779358
1997-04-03,11.980804,7.3764343,12.1293335,7.964325,8.503143,5.1996155,4.3163757,13.211121
1997-04-04,16.637207,7.1993103,9.006012,9.010803,10.100525,3.3502502,-0.32965088,5.6259766
1997-04-05,11.771851,10.890228,5.0824585,10.409637,10.344727,4.0333557,0.6107178,8.872681
1997-04-06,16.254303,11.498505,4.665863,9.444519,5.92511,5.3753967,0.098358154,10.318909
1997-04-07,16.31897,8.648987,5.668152,12.384827,4.90683,7.233551,3.1418762,15.991699
1997-04-08,18.95929,9.698273,6.543701,10.800812,7.426697,6.412018,6.752289,8.969208
1997-04-09,8.231537,7.831085,7.4684753,8.066742,10.420105,6.4950256,8.079773,13.058258
1997-04-10,10.056732,8.489166,6.857086,9.075958,4.8983765,8.598053,7.897888,6.481903
1997-04-11,11.594147,10.076263,6.1979675,7.293579,3.4223938,7.1664124,18.826569,2.5065918
1997-04-12,8.4809265,11.495026,8.271118,4.174225,7.9570312,8.5399475,12.587982,1.4536438
1997-04-13,9.184723,10.9151,10.299011,5.8118286,11.499756,12.539703,7.9617004,4.1914673
1997-04-14,11.486786,12.434418,13.023193,7.0951843,11.418732,4.1859436,12.091095,12.730133
1997-04-15,11.600555,11.517395,17.206757,8.386627,11.699707,8.72525,15.736481,4.2821655
